description,sales,quantity,avg_price
BLUE DRAGONFLY HELICOPTER,373.65,47,7.95
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1906.68,1560,1.222230769
BLUE EASTER EGG HUNT START POST,15.6,8,1.95
BLUE EGG  SPOON,258.72,1718,0.150593714
BLUE FELT EASTER EGG BASKET,577.5,350,1.65
BLUE FELT HANGING HEART WITH FLOWER,5.1,6,0.85
BLUE FLOCK CUSHION COVER ,12.5,6,2.083333333
BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,0.403664596
BLUE FLOWER DES PURSE,43.66,44,0.992272727
BLUE FLY SWAT,114.21,135,0.846
BLUE GEISHA GIRL ,75,20,3.75
BLUE GIANT GARDEN THERMOMETER,2511.72,426,5.896056338
BLUE GINGHAM ROSE CUSHION COVER,11.9,2,5.95
BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,8.95
BLUE GLASS GEMS IN BAG,291.25,427,0.682084309
BLUE GREEN EMBROIDERY COSMETIC BAG,11.69,3,3.896666667
BLUE HANGING GINGHAM EASTER HEN,13.44,32,0.42
BLUE HAPPY BIRTHDAY BUNTING,10096.62,1948,5.183069815
BLUE HARMONICA IN BOX ,9218.88,7431,1.240597497
BLUE HEART COMPACT MIRROR,187.5,124,1.512096774
BLUE HOLE PUNCH,16.25,13,1.25
BLUE JUICY FRUIT PHOTO FRAME,209.1,82,2.55
BLUE KNITTED EGG COSY,81.51,149,0.54704698
BLUE KNITTED HEN ,150.15,91,1.65
BLUE LEAVES AND BEADS PHONE CHARM,1.25,1,1.25
BLUE MONTE CARLO HANDBAG,46.8,24,1.95
BLUE MURANO TWIST BRACELET,85,20,4.25
BLUE MURANO TWIST NECKLACE,39.8,4,9.95
BLUE NETTING STORAGE HANGER,15.6,8,1.95
BLUE NEW BAROQUE CANDLESTICK CANDLE,478.15,439,1.089179954
BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,4.65
BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,0.85
BLUE OWL SOFT TOY,1420.4,488,2.910655738
BLUE PADDED SOFT MOBILE,4.25,1,4.25
BLUE PAINTED KASHMIRI CHAIR,149.85,3,49.95
BLUE PAISLEY JOURNAL ,534.32,214,2.49682243
BLUE PAISLEY NOTEBOOK,92.4,56,1.65
BLUE PAISLEY POCKET BOOK,247.35,291,0.85
BLUE PAISLEY SKETCHBOOK,408.67,107,3.819345794
BLUE PAISLEY TISSUE BOX,311.56,666,0.467807808
BLUE PAPER PARASOL ,865.65,307,2.81970684
BLUE PARTY BAGS ,2728.94,1451,1.880730531
BLUE PATCH PURSE PINK HEART,252.8,164,1.541463415
BLUE POLKADOT BEAKER ,1094.34,2806,0.39
BLUE POLKADOT BOWL,3178.65,2728,1.165194282
BLUE POLKADOT COFFEE MUG,826.14,2035,0.405965602
BLUE POLKADOT CUP,2484.53,3153,0.787989217
BLUE POLKADOT EGG CUP ,445.26,1016,0.438248031
BLUE POLKADOT GARDEN PARASOL,1104.6,148,7.463513514
BLUE POLKADOT KIDS BAG,456.36,228,2.001578947
BLUE POLKADOT LUGGAGE TAG ,191.01,147,1.299387755
BLUE POLKADOT PASSPORT COVER,233.34,231,1.01012987
BLUE POLKADOT PLATE ,3359.47,2131,1.576475833
BLUE POLKADOT PUDDING BOWL,38.67,29,1.333448276
BLUE POLKADOT PURSE ,35.07,9,3.896666667
BLUE POLKADOT WASHING UP GLOVES,756,360,2.1
BLUE POLKADOT WRAP,2798,6900,0.405507246
BLUE POT PLANT CANDLE ,794.45,263,3.020722433
BLUE PUDDING SPOON,132.3,1010,0.130990099
BLUE REFECTORY CLOCK ,1547.95,161,9.614596273
BLUE RETRO KITCHEN WALL CLOCK,285.25,35,8.15
BLUE ROSE FABRIC MIRROR,487.34,408,1.194460784
BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,1.65
BLUE ROUND COMPACT MIRROR,121.25,87,1.393678161
BLUE SAVANNAH PICNIC HAMPER FOR 2,793.35,69,11.49782609
BLUE SCANDINAVIAN PAISLEY WRAP,409.5,975,0.42
BLUE SCOTTIE DOG W FLOWER PATTERN,334.05,131,2.55
BLUE SHARK HELICOPTER,15.9,2,7.95
BLUE SPOT CERAMIC DRAWER KNOB,4971.22,3962,1.254724886
BLUE SQUARE COMPACT MIRROR,63.75,51,1.25
BLUE STONES ON WIRE FOR CANDLE,29.59,352,0.0840625
BLUE STRIPE CERAMIC DRAWER KNOB,6239.4,4936,1.264059968
BLUE STRIPES SHOULDER BAG,7.47,9,0.83
BLUE SWEETHEART BRACELET,85,20,4.25
BLUE TABLE RUN FLOWER,56.25,45,1.25
BLUE TEA TOWEL CLASSIC DESIGN,523.52,448,1.168571429
BLUE TEATIME PRINT BOWL ,12.5,10,1.25
BLUE TILED TRAY,54,8,6.75
BLUE TRAVEL FIRST AID KIT,56.1,34,1.65
BLUE TV TRAY TABLE ,175.8,76,2.313157895
BLUE VICTORIAN FABRIC OVAL BOX,293.82,811,0.362293465
BLUE VINTAGE SPOT BEAKER,4528.29,4901,0.923952255
BLUE WHITE PLASTIC RINGS LAMPSHADE,11.9,14,0.85
BLUE WIRE SPIRAL CANDLE HOLDER,69.85,11,6.35
BLUE/CREAM STRIPE CUSHION COVER ,769.9,622,1.23778135
BLUE/GREEN SHELL NECKLACE W PENDANT,5.95,1,5.95
BLUE/NAT SHELL NECKLACE W PENDANT,5.95,1,5.95
BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,1.65
BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,0.540967742
BOHEMIAN COLLAGE STATIONERY SET,675.53,471,1.434246285
BOOM BOX SPEAKER BOYS,740.15,171,4.328362573
BOOM BOX SPEAKER GIRLS,827.15,485,1.705463918
BOOZE & WOMEN GREETING CARD ,187.62,457,0.410547046
BOTANICAL GARDENS WALL CLOCK ,5719,259,22.08108108
BOTANICAL LAVENDER BIRTHDAY CARD,158.61,363,0.436942149
BOTANICAL LAVENDER GIFT WRAP ,199.5,475,0.42
BOTANICAL LILY GIFT WRAP,105,250,0.42
BOTANICAL LILY GREETING CARD,151.62,361,0.42
BOTANICAL ROSE GIFT WRAP,304.5,725,0.42
BOTANICAL ROSE GREETING CARD,141.12,336,0.42
BOTTLE BAG RETROSPOT ,1510.89,1038,1.455578035
BOUDOIR SQUARE TISSUE BOX,910.08,1955,0.465514066
BOX OF 24 COCKTAIL PARASOLS,2808.57,6803,0.412842863
BOX OF 6 ASSORTED COLOUR TEASPOONS,1267.99,295,4.298271186
BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,1712,3.595233645
BOX OF 6 MINI 50'S CRACKERS,8169.48,3520,2.320875
BOX OF 6 MINI VINTAGE CRACKERS,8345.43,3645,2.289555556
BOX OF 9 PEBBLE CANDLES,851.4,452,1.883628319
BOX OF VINTAGE ALPHABET BLOCKS,13035.66,1295,10.06614672
BOX OF VINTAGE JIGSAW BLOCKS ,5019.67,918,5.468050109
BOX/12 CHICK & EGG IN BASKET,222.3,122,1.822131148
BOYS ALPHABET IRON ON PATCHES,262.08,1248,0.21
BOYS VINTAGE TIN SEASIDE BUCKET,2880.92,1190,2.420941176
BREAD BIN DINER STYLE IVORY,13131.89,847,15.50400236
BREAD BIN DINER STYLE MINT,4612.66,302,15.27370861
BREAD BIN DINER STYLE PINK,4581.4,301,15.22059801
BREAD BIN DINER STYLE RED ,9597.31,626,15.33116613
"BREAD BIN, DINER STYLE, IVORY",59.8,4,14.95
"BREAD BIN, DINER STYLE, MINT",59.8,4,14.95
BRIGHT BLUES RIBBONS ,671.25,537,1.25
BROCADE RING PURSE ,5969.61,22927,0.260374667
BROCANTE COAT RACK,1734.05,205,8.458780488
BROCANTE SHELF WITH HOOKS,1645.45,155,10.61580645
BROWN  PIRATE TREASURE CHEST ,237.48,218,1.089357798
BROWN CHECK CAT DOORSTOP ,965,233,4.141630901
BROWN KUKUI COCONUT SEED NECKLACE,74,74,1
BUBBLEGUM RING ASSORTED,4894.83,11891,0.411641578
BUFFALO BILL TREASURE BOOK BOX,3750.57,1847,2.030628045
BUFFALO BILL WALL ART ,845.22,246,3.435853659
BULL DOG BOTTLE OPENER,3749.5,778,4.81940874
BULL DOG BOTTLE TOP WALL CLOCK,1484.25,185,8.022972973
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5197.17,3269,1.589834812
BUNDLE OF 3 RETRO EXERCISE BOOKS,99,60,1.65
BUNDLE OF 3 RETRO NOTE BOOKS,3393.35,2099,1.616650786
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,1678,1.603778308
BUNNY DECORATION MAGIC GARDEN,406.39,483,0.841387164
BUNNY EGG BOX,228.75,183,1.25
BUNNY EGG GARLAND,173.46,413,0.42
BUNNY WOODEN PAINTED WITH BIRD ,597.31,851,0.701891892
BUNNY WOODEN PAINTED WITH FLOWER ,334.27,495,0.675292929
"BUNTING , SPOTTY ",634.7,146,4.347260274
BUTTERFLIES STICKERS,442.71,519,0.85300578
BUTTERFLY CROCHET FOOD COVER,468.67,123,3.810325203
BUTTERFLY CUSHION COVER,30,8,3.75
BUTTERFLY HAIR BAND,40.8,16,2.55
BUTTON BOX ,2020.71,1071,1.8867507
BUTTONS AND STRIPES NOTEBOOK ,48.75,13,3.75
Bank Charges,165.001,12,13.75008333
CABIN BAG VINTAGE PAISLEY,1279.2,64,19.9875
CABIN BAG VINTAGE RETROSPOT,3012.4,160,18.8275
CACTI T-LIGHT CANDLES,2065.22,5185,0.398306654
CAKE PLATE LOVEBIRD PINK,902.85,315,2.866190476
CAKE PLATE LOVEBIRD WHITE,2599.2,824,3.154368932
CAKE SHOP  STICKER SHEET,48.45,57,0.85
CAKE STAND 3 TIER MAGIC GARDEN,3624.6,308,11.76818182
CAKE STAND LACE WHITE,4.25,1,4.25
CAKE STAND LOVEBIRD 2 TIER PINK,964.4,124,7.777419355
CAKE STAND LOVEBIRD 2 TIER WHITE,1489.55,213,6.993192488
CAKE STAND VICTORIAN FILIGREE LARGE,68,8,8.5
CAKE STAND VICTORIAN FILIGREE MED,466.95,74,6.310135135
CAKE STAND VICTORIAN FILIGREE SMALL,713.8,204,3.499019608
CAKE STAND WHITE TWO TIER LACE,2254.5,330,6.831818182
CAKES AND BOWS GIFT  TAPE,318.81,1017,0.313480826
CAKES AND RABBITS DESIGN FLANNEL ,48.45,57,0.85
"CAKESTAND, 3 TIER, LOVEHEART",19.9,2,9.95
CALENDAR FAMILY FAVOURITES,427.43,153,2.793660131
CALENDAR IN SEASON DESIGN,1222.54,477,2.562976939
CALENDAR PAPER CUT DESIGN,5060.84,1764,2.868956916
CAMOUFLAGE DESIGN TEDDY,3445.5,1630,2.113803681
CAMOUFLAGE EAR MUFF HEADPHONES,215.87,39,5.535128205
CAMOUFLAGE LED TORCH,4278.12,2628,1.627899543
CAMPHOR WOOD PORTOBELLO MUSHROOM,155.61,141,1.103617021
CANDLE HOLDER SILVER MADELINE,315.29,193,1.633626943
CANDLE PLATE LACE WHITE,246.7,114,2.164035088
CANDLEHOLDER PINK HANGING HEART,5739.33,2035,2.820309582
CANDY HEART HANGING DECORATION,631.71,1265,0.499375494
CANDY SHOP  STICKER SHEET,148.75,175,0.85
CANDY SPOT BUNNY,38.35,13,2.95
CANDY SPOT CUSHION COVER,119.36,40,2.984
CANDY SPOT EGG WARMER HARE,227.49,451,0.504412417
CANDY SPOT EGG WARMER RABBIT,122.75,501,0.24500998
CANDY SPOT HAND BAG,385.27,188,2.049308511
CANDY SPOT HEART DECORATION,38.25,45,0.85
CANDY SPOT TEA COSY,40.05,27,1.483333333
CANNABIS LEAF BEAD CURTAIN,30.6,36,0.85
CANNISTER VINTAGE LEAF DESIGN,23.4,12,1.95
CAPIZ CHANDELIER,29.95,1,29.95
CARAVAN SQUARE TISSUE BOX,703.57,1399,0.502909221
CARD BILLBOARD FONT,2067.75,5026,0.411410665
CARD BIRTHDAY COWBOY,1324.89,3367,0.393492723
CARD CAT AND TREE ,636.48,1536,0.414375
CARD CHRISTMAS VILLAGE,1309.32,3138,0.417246654
CARD CIRCUS PARADE,1267.23,3076,0.411973342
CARD DOG AND BALL ,487.08,1170,0.416307692
CARD DOLLY GIRL ,1701.21,4271,0.398316554
CARD GINGHAM ROSE ,1063.66,2654,0.400776187
CARD HOLDER GINGHAM HEART,1724.42,602,2.86448505
CARD HOLDER LOVE BIRD LARGE ,1323.4,220,6.015454545
CARD HOLDER LOVE BIRD SMALL,1255.76,320,3.92425
CARD I LOVE LONDON ,1286.92,3249,0.396097261
CARD MOTORBIKE SANTA,1405.08,3402,0.413015873
CARD PARTY GAMES ,628.74,1569,0.400726577
CARD PSYCHEDELIC APPLES,742.2,1798,0.412791991
CARD SUKI BIRTHDAY,763.08,1858,0.410699677
CARD WEDDING DAY,615.24,1506,0.408525896
CARDHOLDER GINGHAM CHRISTMAS TREE,1250.84,374,3.344491979
CARDHOLDER GINGHAM STAR,940.49,323,2.911733746
CARDHOLDER HOLLY WREATH METAL,1886.08,506,3.72743083
CARNIVAL BRACELET,255,20,12.75
CAROUSEL DESIGN WASHBAG,101.4,52,1.95
CAROUSEL PONIES BABY BIB,14.37,33,0.435454545
CARRIAGE,6686,134,49.89552239
CARROT CHARLIE+LOLA COASTER SET,545.99,425,1.284682353
CARTOON  PENCIL SHARPENERS,253.2,3760,0.067340426
CAST IRON HOOK GARDEN FORK,1371.43,513,2.673352827
CAST IRON HOOK GARDEN TROWEL,962.73,375,2.56728
CAT AND BIRD WALL ART,323.64,270,1.198666667
CAT BOWL VINTAGE CREAM,1396.95,431,3.241183295
CAT WITH SUNGLASSES BLANK CARD,0.95,5,0.19
CD WALL TIDY BLUE OFFICE,34.56,96,0.36
CD WALL TIDY RED FLOWERS,58.56,160,0.366
CERAMIC BIRDHOUSE CRESTED TIT SMALL,212.4,72,2.95
CERAMIC BOWL WITH LOVE HEART DESIGN,599.74,554,1.082563177
CERAMIC BOWL WITH STRAWBERRY DESIGN,1106.55,537,2.060614525
CERAMIC CAKE BOWL + HANGING CAKES,1832.15,665,2.755112782
CERAMIC CAKE DESIGN SPOTTED MUG,2035.55,1399,1.455003574
CERAMIC CAKE DESIGN SPOTTED PLATE,1104.89,757,1.459564069
CERAMIC CAKE STAND + HANGING CAKES,5074.83,561,9.046042781
CERAMIC CHERRY CAKE MONEY BANK,2315.73,2043,1.13349486
CERAMIC HEART FAIRY CAKE MONEY BANK,2243.94,1748,1.283718535
CERAMIC LOVE HEART MONEY BANK,429.85,721,0.596185853
CERAMIC PIRATE CHEST MONEY BANK,1122.95,791,1.41965866
CERAMIC PLATE STRAWBERRY DESIGN,648.18,578,1.121418685
CERAMIC STRAWBERRY CAKE MONEY BANK,4745.31,3919,1.210847155
CERAMIC STRAWBERRY DESIGN MUG,1960.47,1739,1.127354802
CERAMIC STRAWBERRY MONEY BOX,1859.4,804,2.312686567
CERAMIC STRAWBERRY TRINKET TRAY,140.25,55,2.55
CHALKBOARD KITCHEN ORGANISER,137.7,6,22.95
CHAMBRE HOOK,155.07,123,1.260731707
CHAMPAGNE TRAY BLANK CARD,1.52,8,0.19
CHARLIE & LOLA WASTEPAPER BIN BLUE,805.75,657,1.226407915
CHARLIE & LOLA WASTEPAPER BIN FLORA,1228.25,977,1.25716479
CHARLIE + LOLA BISCUITS TINS,963.35,453,2.126600442
CHARLIE + LOLA RED HOT WATER BOTTLE,1333.15,651,2.047849462
CHARLIE AND LOLA CHARLOTTE BAG,70.95,43,1.65
CHARLIE AND LOLA FIGURES TINS,2817.8,1404,2.006980057
CHARLIE AND LOLA TABLE TINS,1048.35,513,2.043567251
CHARLIE LOLA BLUE HOT WATER BOTTLE ,338.09,93,3.635376344
CHARLIE+LOLA MY ROOM DOOR SIGN,205.98,362,0.569005525
CHARLIE+LOLA PINK HOT WATER BOTTLE,1107.01,447,2.476532438
CHARLIE+LOLA RED HOT WATER BOTTLE ,498.53,173,2.881676301
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",313.78,607,0.51693575
CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,0.80125
CHARLOTTE BAG APPLES DESIGN,5632.15,7039,0.800134962
CHARLOTTE BAG DOLLY GIRL DESIGN,4011.19,5065,0.791942744
CHARLOTTE BAG PINK POLKADOT,5838.09,7303,0.799409832
CHARLOTTE BAG SUKI DESIGN,7114.85,8947,0.795221862
CHARLOTTE BAG VINTAGE ALPHABET ,3784.52,4750,0.796741053
CHERRY BLOSSOM  DECORATIVE FLASK,1242.72,336,3.698571429
CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,2.38902439
CHERRY BLOSSOM DECORATIVE FLASK,666.93,179,3.725865922
CHERRY BLOSSOM LUGGAGE TAG,43.67,33,1.323333333
CHERRY BLOSSOM PASSPORT COVER,122.78,134,0.916268657
CHERRY BLOSSOM PURSE,2.95,1,2.95
CHERRY BLOSSOM TABLE CLOCK ,25.7,6,4.283333333
CHERRY CROCHET FOOD COVER,813.67,215,3.784511628
CHERUB HEART DECORATION GOLD,620.45,719,0.862934631
CHERUB HEART DECORATION SILVER ,1089.6,1296,0.840740741
CHEST 7 DRAWER MA CAMPAGNE,821.3,34,24.15588235
CHEST NATURAL WOOD 20 DRAWERS,2745,24,114.375
CHEST OF DRAWERS GINGHAM HEART ,2459.04,146,16.84273973
CHICK GREY HOT WATER BOTTLE,5770.27,1545,3.734802589
CHILDREN'S APRON DOLLY GIRL ,3984.78,1981,2.011499243
CHILDREN'S CIRCUS PARADE MUG,1914.58,1186,1.614317032
CHILDREN'S SPACEBOY MUG,2746.16,1688,1.626872038
CHILDRENS APRON APPLES DESIGN,4097.45,2189,1.871836455
CHILDRENS APRON SPACEBOY DESIGN,6560.79,3537,1.85490246
CHILDRENS CUTLERY CIRCUS PARADE,3852.44,962,4.004615385
CHILDRENS CUTLERY DOLLY GIRL ,6525.55,1621,4.025632326
CHILDRENS CUTLERY POLKADOT BLUE,9827.25,2523,3.895065398
CHILDRENS CUTLERY POLKADOT GREEN ,6599.06,1688,3.909395735
CHILDRENS CUTLERY POLKADOT PINK,13788.3,3528,3.908248299
CHILDRENS CUTLERY RETROSPOT RED ,9603.68,2492,3.853804173
CHILDRENS CUTLERY SPACEBOY ,7966.08,1980,4.023272727
CHILDRENS DOLLY GIRL MUG,2443.14,1514,1.613698811
CHILDRENS GARDEN GLOVES BLUE,721,592,1.217905405
CHILDRENS GARDEN GLOVES PINK,553.5,458,1.208515284
CHILDRENS SPACEBOY MUG,39.6,24,1.65
CHILDRENS TOY COOKING UTENSIL SET,1363.16,676,2.016508876
CHILDS BREAKFAST SET CIRCUS PARADE,4656.3,565,8.241238938
CHILDS BREAKFAST SET DOLLY GIRL ,6053.05,656,9.227210366
CHILDS BREAKFAST SET SPACEBOY ,6652,728,9.137362637
CHILDS GARDEN BRUSH BLUE,663.3,333,1.991891892
CHILDS GARDEN BRUSH PINK,741,370,2.002702703
CHILDS GARDEN FORK BLUE ,757.89,921,0.822899023
CHILDS GARDEN FORK PINK,716.55,843,0.85
CHILDS GARDEN RAKE BLUE,348,170,2.047058824
CHILDS GARDEN RAKE PINK,366.9,179,2.04972067
CHILDS GARDEN SPADE BLUE,537,260,2.065384615
CHILDS GARDEN SPADE PINK,488.7,237,2.062025316
CHILDS GARDEN TROWEL BLUE ,599.25,705,0.85
CHILDS GARDEN TROWEL PINK,508.3,598,0.85
CHILLI LIGHTS,46265.11,9646,4.796300021
CHINESE DRAGON PAPER LANTERNS,1870.7,5524,0.338649529
CHOC TRUFFLE GOLD TRINKET POT ,562.53,385,1.461116883
CHOCOLATE 1 WICK MORRIS BOX CANDLE,553.58,352,1.572670455
CHOCOLATE 3 WICK MORRIS BOX CANDLE,816.25,557,1.465439856
CHOCOLATE BOX RIBBONS ,1917.58,1573,1.219059123
CHOCOLATE CALCULATOR,1296.83,779,1.664736842
CHOCOLATE HOT WATER BOTTLE,23584.64,5152,4.577763975
CHOCOLATE THIS WAY METAL SIGN,7204.32,3633,1.983022296
CHRISTMAS CARD SCREEN PRINT ,283.32,1188,0.238484848
CHRISTMAS CARD SINGING ANGEL,151.2,360,0.42
CHRISTMAS CARD STACK OF PRESENTS,196.44,816,0.240735294
CHRISTMAS CRAFT HEART STOCKING ,63,30,2.1
CHRISTMAS CRAFT LITTLE FRIENDS,7109.2,3459,2.055276091
CHRISTMAS CRAFT TREE TOP ANGEL,5015.08,2443,2.052836676
CHRISTMAS CRAFT WHITE FAIRY ,4334.94,3070,1.412032573
CHRISTMAS DECOUPAGE CANDLE,782.77,1821,0.429857221
"CHRISTMAS GARLAND STARS,TREES",366.25,99,3.699494949
CHRISTMAS GINGHAM HEART,450.48,552,0.816086957
CHRISTMAS GINGHAM STAR,1735.27,2047,0.847713727
CHRISTMAS GINGHAM TREE,1480.06,1744,0.848658257
CHRISTMAS HANGING HEART WITH BELL,270,216,1.25
CHRISTMAS HANGING SNOWFLAKE,421.02,486,0.866296296
CHRISTMAS HANGING STAR WITH BELL,2402.12,5200,0.461946154
CHRISTMAS HANGING TREE WITH BELL,993.66,1857,0.535088853
CHRISTMAS LIGHTS 10 REINDEER,12133,1570,7.728025478
CHRISTMAS LIGHTS 10 SANTAS ,4100.25,580,7.069396552
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5939.28,1274,4.661915228
CHRISTMAS METAL POSTCARD WITH BELLS,1125.94,2704,0.416397929
CHRISTMAS METAL TAGS ASSORTED ,2395.93,2857,0.838617431
CHRISTMAS MUSICAL ZINC HEART ,29.75,35,0.85
CHRISTMAS MUSICAL ZINC STAR,528.21,1489,0.354741437
CHRISTMAS MUSICAL ZINC TREE,290.17,811,0.357792848
CHRISTMAS PUDDING TRINKET POT ,2883.44,6418,0.449273917
CHRISTMAS RETROSPOT ANGEL WOOD,1824.87,2235,0.816496644
CHRISTMAS RETROSPOT HEART WOOD,93.5,110,0.85
CHRISTMAS RETROSPOT STAR WOOD,1301.84,1538,0.846449935
CHRISTMAS RETROSPOT TREE WOOD,1088.13,1293,0.841554524
CHRISTMAS STAR WISH LIST CHALKBOARD,3535.2,3264,1.083088235
CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,0.83
CHRISTMAS TABLE SILVER CANDLE SPIKE,1301.05,1603,0.811634435
CHRISTMAS TOILET ROLL,3665.05,3164,1.158359671
CHRISTMAS TREE DECORATION WITH BELL,191.94,457,0.42
CHRISTMAS TREE HANGING GOLD,690.64,776,0.89
CHRISTMAS TREE HANGING SILVER ,670.11,745,0.89947651
CHRISTMAS TREE HEART DECORATION,418.74,997,0.42
CHRISTMAS TREE PAINTED ZINC ,569.29,2283,0.249360491
CHRISTMAS TREE STAR DECORATION,462.42,1101,0.42
CHRISTMAS TREE T-LIGHT HOLDER,47.85,33,1.45
CHRYSANTHEMUM  JOURNAL,180.91,70,2.584428571
CHRYSANTHEMUM NOTEBOOK,156.75,95,1.65
CHRYSANTHEMUM POCKET BOOK ,54.4,64,0.85
CHRYSANTHEMUM SKETCHBOOK ,367.34,94,3.90787234
CHUNKY SILVER NECKLACE PASTEL FLOWE,208.95,21,9.95
CINAMMON & ORANGE WREATH,654.55,101,6.480693069
CINAMMON SET OF 9 T-LIGHTS,672.06,798,0.842180451
CINDERELLA CHANDELIER ,3617.6,220,16.44363636
CINNAMON SCENTED VOTIVE CANDLE,326.24,1264,0.258101266
CIRCUS PARADE BABY GIFT SET,4444.75,285,15.59561404
CIRCUS PARADE CHILDRENS EGG CUP ,1282.34,1022,1.254735812
CIRCUS PARADE LUNCH BOX ,6114.83,3371,1.81395135
CITRONELLA CANDLE FLOWERPOT,1429.2,692,2.065317919
CITRONELLA CANDLE GARDEN POT,1348.75,1079,1.25
CITRUS GARLAND FELT FLOWERS ,117,60,1.95
CLAM SHELL LARGE,18.75,5,3.75
CLAM SHELL SMALL ,375.73,202,1.860049505
CLASSIC BICYCLE CLIPS ,2200.15,1587,1.386357908
CLASSIC CAFE SUGAR DISPENSER,3037.1,2633,1.153475123
CLASSIC CHROME BICYCLE BELL ,3431.35,2451,1.3999796
CLASSIC CROME BICYCLE BELL ,77.4,60,1.29
CLASSIC DIAMANTE EARRINGS JET,17.7,6,2.95
CLASSIC DIAMANTE NECKLACE JET,15,2,7.5
CLASSIC FRENCH STYLE BASKET BROWN,1240.44,296,4.190675676
CLASSIC FRENCH STYLE BASKET GREEN ,1388.65,331,4.195317221
CLASSIC FRENCH STYLE BASKET NATURAL,2064.47,501,4.120698603
CLASSIC GLASS COOKIE JAR,5350.2,1332,4.016666667
CLASSIC GLASS SWEET JAR,479.45,119,4.028991597
CLASSIC METAL BIRDCAGE PLANT HOLDER,10123.16,925,10.94395676
CLASSIC SUGAR DISPENSER,247.32,216,1.145
CLASSIC WHITE FRAME,162.25,55,2.95
CLASSICAL ROSE CANDLESTAND,147.35,187,0.787967914
CLASSICAL ROSE SMALL VASE,227.1,138,1.645652174
CLASSICAL ROSE TABLE LAMP,55.7,6,9.283333333
CLEAR ACRYLIC FACETED BANGLE,58.6,40,1.465
CLEAR CRYSTAL STAR PHONE CHARM,20.39,47,0.433829787
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6803.17,5657,1.202610925
CLEAR LOVE BIRD T-LIGHT HOLDER,146.21,38,3.847631579
CLEAR MILKSHAKE GLASS,75.6,36,2.1
CLEAR STATIONERY BOX SET ,5.1,6,0.85
CLOCK MAGNET MUM'S KITCHEN,837.88,304,2.756184211
CLOTHES PEGS RETROSPOT PACK 24 ,12525.21,8405,1.490209399
COCKLE SHELL DISH,420.88,289,1.45633218
COCKTAIL SWORDS 50 PIECES,705.25,899,0.784482759
COFFEE MUG APPLES DESIGN,6108.85,2764,2.210148336
COFFEE MUG BLUE PAISLEY DESIGN,1252.76,738,1.697506775
COFFEE MUG CAT + BIRD DESIGN,4478.34,2098,2.134575786
COFFEE MUG DOG + BALL DESIGN,3011.64,1436,2.09724234
COFFEE MUG PEARS  DESIGN,4957.3,2287,2.167599475
COFFEE MUG PINK PAISLEY DESIGN,1559.44,684,2.279883041
COFFEE SCENT PILLAR CANDLE,276.45,291,0.95
COLOUR GLASS T-LIGHT HOLDER HANGING,9566.51,15563,0.614695753
COLOUR GLASS. STAR T-LIGHT HOLDER,16566.34,5654,2.930021224
COLOURED GLASS STAR T-LIGHT HOLDER,3474.88,996,3.488835341
COLOURFUL FLOWER FRUIT BOWL,50.25,16,3.140625
COLOURING PENCILS BROWN TUBE,2923.18,4309,0.678389417
COLUMBIAN  CUBE CANDLE ,47.18,98,0.481428571
COLUMBIAN CANDLE RECTANGLE,285.15,175,1.629428571
COLUMBIAN CANDLE ROUND,272.32,404,0.674059406
COLUMBIAN CANDLE ROUND ,208.1,168,1.238690476
COLUMBIAN CUBE CANDLE,54.6,28,1.95
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,160.39,17,9.434705882
CONGRATULATIONS BUNTING,70.85,13,5.45
COOK WITH WINE METAL SIGN ,20232.13,10169,1.989588947
COOKING SET RETROSPOT,621.66,66,9.419090909
COPPER AND BRASS BAG CHARM,24.81,4,6.2025
COPPER/OLIVE GREEN FLOWER NECKLACE,35.7,6,5.95
CORDIAL GLASS JUG,247.5,30,8.25
CORDIAL JUG,49.5,6,8.25
CORONA MEXICAN TRAY,496.25,143,3.47027972
COSMETIC BAG VINTAGE ROSE PAISLEY,728.62,355,2.052450704
COSY HOUR CIGAR BOX MATCHES ,1451.39,1183,1.226872358
COSY HOUR GIANT TUBE MATCHES,475.65,195,2.439230769
COSY SLIPPER SHOES LARGE GREEN,386.45,131,2.95
COSY SLIPPER SHOES SMALL  RED ,126.85,43,2.95
COSY SLIPPER SHOES SMALL GREEN,411.54,141,2.918723404
